"","club.x","playDirection","y.x","a.x","dis.x","dir.x","weight.x","position.x","tackle","club.y","x.y","s.y","a.y","dis.y","o.y","weight.y","position.y","quarter","down","yardsToGo","yardlineNumber","gameClock","passResult","offenseFormation","defendersInTheBox","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","age.y"
"2825","NYJ","right",27.8,2.29,0.07,158.43,260,"DE",1,"CIN",106.25,0.28,0.69,0.04,28.15,220,"RB",2,2,4,4,516,"mi","SHOTGUN",8,0.087292686,0.912707314,0.015316982,-0.015316982,5.450275966,-1.116393857,26.260989010989
"5343","CAR","left",24.29,2.36,0.13,190.83,318,"DE",1,"SF",62.57,0.46,0.64,0.05,199.7,214,"WR",1,1,10,49,784,"mi","I_FORM",8,0.326486304,0.673513696,-0.000747131,0.000747131,2.864171344,-0.343838271,26.8241758241758
"2858","CIN","right",24.65,0.34,0.28,43.64,345,"NT",0,"NYJ",78.91,3.89,2.32,0.4,77.1,260,"TE",3,1,10,36,118,"mi","SHOTGUN",6,0.028230337,0.971769663,0.002467305,-0.002467305,3.853783264,0.638962163,29.7967032967033
"9529","KC","left",7.1,4.8,0.71,253.54,204,"SS",1,"TEN",23.04,7.53,3,0.77,282.76,247,"RB",2,1,10,37,777,"mi","I_FORM",8,0.929343303,0.070656697,-0.010507841,0.010507841,3.560041209,1.391791965,28.9368131868132
"4016","IND","right",51.69,4.46,0.59,357.69,195,"FS",1,"TEN",79.38,5.48,2.28,0.55,254.12,202,"RB",2,1,10,34,40,"C","SHOTGUN",6,0.121266004,0.878733996,-0.002592163,0.002592163,3.193166706,-0.066518655,27.6923076923077
"2431","NO","right",25.07,1.02,0.05,26.16,300,"DT",1,"CAR",49.91,0.72,1.78,0.08,57.68,303,"C",4,2,8,35,268,"mi","SINGLEBACK",6,0.995966899,0.004033101,-0.000103748,0.000103748,0.866998994,-0.68042418,28.3186813186813
"8036","MIA","left",2.55,3.57,0.2,162.03,187,"CB",1,"DET",83.29,2.6,4.48,0.28,163.61,211,"RB",4,2,7,29,822,"mi","SINGLEBACK",7,0.297422569,0.702577431,-0.022938978,0.022938978,0.878482124,-0.91098038,23.8736263736264
"6231","TB","left",12.67,2.87,0.21,203.12,206,"CB",1,"PIT",59.56,1.55,3.11,0.17,301.36,227,"WR",2,3,4,45,522,"C","SHOTGUN",7,0.418417575,0.581582425,0.069776179,-0.069776179,1.205184341,1.546272985,24.3598901098901
"5933","GB","left",40.56,1.21,0.18,317.74,190,"CB",0,"NYJ",59.99,3.67,2.39,0.38,332.47,209,"WR",4,2,9,38,512,"mi","SHOTGUN",6,0.022089719,0.977910281,-0.007788917,0.007788917,1.372276704,1.351741203,27.8571428571429
"3667","CLE","right",28.23,1.42,0.2,240.91,233,"MLB",1,"ATL",66.7,1.83,0.59,0.18,10.94,210,"WR",1,1,10,48,514,"C","SHOTGUN",7,0.624920845,0.375079155,0.004468855,-0.004468855,2.888726591,0.506208711,NA
"75","BUF","left",27.43,1.55,0.23,123.83,287,"DT",1,"LA",53.79,2.7,2.14,0.27,14.94,212,"RB",2,1,10,36,804,"mi","SINGLEBACK",6,0.320324231,0.679675769,-0.006283756,0.006283756,3.640059246,-0.489963613,23.293956043956
"3867","DAL","left",27.03,0.21,0.02,97.43,245,"OLB",0,"WAS",100.28,0.5,0.06,0.06,338.62,305,"T",4,1,10,18,83,"R","SHOTGUN",6,0.997442486,0.002557514,-0.000225686,0.000225686,0.587624643,-0.123455166,31.0879120879121
"7218","WAS","right",33.72,3.19,0.51,347.31,240,"ILB",1,"GB",70.96,3.19,5.57,0.35,50.2,237,"TE",4,1,10,44,245,"C","SHOTGUN",6,0.878120374,0.121879626,0.010679461,-0.010679461,2.846176863,0.021992054,28.5796703296703
"1952","DEN","left",25.29,7.17,0.31,239.82,205,"FS",1,"HOU",42.73,3.96,4.09,0.39,23.15,183,"WR",4,1,10,45,190,"C","EMPTY",6,0.898907013,0.101092987,-0.02777705,0.02777705,0.995662698,1.017521241,29.0796703296703
"5020","NE","left",49.2,3.81,0.51,350.93,191,"CB",1,"DET",27.03,5.75,3.85,0.56,251.18,196,"WR",4,1,20,23,892,"C","SHOTGUN",6,0.996931741,0.003068259,0.000261653,-0.000261653,3.982493462,-0.172537677,27.739010989011
"1614","CAR","right",28.34,2.25,0.13,75.55,230,"ILB",0,"NYG",77.57,2.03,0.58,0.2,126.26,233,"RB",4,2,1,33,435,"mi","SINGLEBACK",7,0.687946767,0.312053233,-0.033388823,0.033388823,4.130351812,-0.513001263,25.6923076923077
"6638","LAC","right",23.67,0.86,0.13,233.48,269,"OLB",1,"DEN",22.38,1.38,0.91,0.13,92.24,215,"RB",1,1,20,11,732,"mi","SHOTGUN",7,0.654398657,0.345601343,0.003489371,-0.003489371,-0.425278909,-0.45204143,29.6126373626374
"2413","CAR","right",34.02,2.9,0.34,239.63,180,"CB",1,"NO",31.7,0.95,2.89,0.1,86.74,185,"WR",3,3,11,10,18,"C","SHOTGUN",7,0.924463991,0.075536009,-0.033873923,0.033873923,-1.361375337,2.549365894,NA
"2892","LV","left",26.15,1.79,0.08,213.58,250,"DE",1,"TEN",89.42,0.85,2.14,0.1,121.8,247,"RB",2,1,10,21,575,"mi","SINGLEBACK",7,0.687468085,0.312531915,-0.002512004,0.002512004,1.018865754,-0.399090889,28.8214285714286
"8789","PHI","right",42.15,2.02,0.23,44.85,240,"ILB",1,"HOU",107.79,1.95,1.92,0.2,51.85,215,"RB",1,1,6,6,624,"mi","SINGLEBACK",7,0.240909496,0.759090504,0.00464678,-0.00464678,5.826001176,0.169180175,NA
"3932","DET","right",26.15,5.93,0.21,99.13,210,"FS",1,"SEA",71.36,4.42,3.81,0.46,226.63,230,"WR",1,1,10,38,377,"C","EMPTY",5,0.474465542,0.525534458,-0.059229188,0.059229188,2.158726324,1.506453546,24.8846153846154
"2583","KC","left",27.2,0.17,0.06,316.93,232,"ILB",0,"IND",50.16,3.33,3.34,0.34,13.84,221,"RB",2,1,10,43,827,"C","SHOTGUN",7,0.514590845,0.485409155,0.045114219,-0.045114219,2.278330894,1.086374675,23.7637362637363
"5782","SF","left",40.9,1.11,0.31,62.5,212,"FS",1,"ATL",61.55,3.94,2.25,0.4,205.83,210,"WR",4,2,7,48,845,"C","SHOTGUN",6,0.94056288,0.05943712,-5.56e-05,5.56e-05,1.835378508,-0.205929564,NA
"8508","LA","right",26.55,0.22,0.1,260.28,280,"DT",1,"SF",99.8,1.73,1.31,0.18,33.77,205,"RB",2,1,8,8,120,"mi","SHOTGUN",8,0.63516039,0.36483961,0.012091354,-0.012091354,5.42319774,-0.723767706,26.4862637362637
"3726","BUF","right",21.97,4.46,0.28,189.01,195,"SS",1,"BAL",106.99,3.08,4.17,0.33,352.34,212,"QB",4,3,4,4,299,"R","SHOTGUN",5,0.715303458,0.284696542,-0.046099715,0.046099715,4.458243129,-1.247587209,25.8214285714286
"8684","GB","right",6.48,5.03,0.11,266.8,209,"CB",0,"BUF",88.45,2.58,0.48,0.24,145.97,173,"WR",1,2,9,16,369,"mi","SHOTGUN",5,0.849474529,0.150525471,-0.010886634,0.010886634,4.337485351,-1.445185804,27.6538461538462
"508","HOU","right",41.67,1.66,0.11,3.73,210,"FS",1,"IND",54.61,1.73,2.18,0.18,344,215,"WR",4,1,10,29,850,"C","SHOTGUN",6,0.959678648,0.040321352,-0.012756819,0.012756819,1.094465438,1.04578789,25.4120879120879
"3427","DAL","right",28.46,3.36,0.22,87.3,245,"OLB",0,"NYG",49.47,4.44,1.08,0.45,149.12,255,"TE",3,2,7,29,791,"R","SINGLEBACK",6,0.367049843,0.632950157,0.040351667,-0.040351667,1.019794308,1.449886176,NA
"1759","LA","left",24.96,2.44,0.32,234.64,208,"CB",0,"ATL",65.61,3.08,0.82,0.31,216.64,329,"T",1,1,10,42,49,"mi","PISTOL",6,0.852111356,0.147888644,-0.003123617,0.003123617,2.258546204,0.204249227,27.6978021978022
"4164","JAX","right",15.92,2.87,0.11,201.47,294,"DT",1,"PHI",34.26,1.09,1.29,0.11,72.14,325,"G",3,2,4,28,633,"mi","PISTOL",8,0.817978682,0.182021318,-0.005780281,0.005780281,1.132662216,-0.721439015,NA
"3712","BUF","left",10.12,0.79,0.08,234.21,195,"SS",0,"BAL",65.9,1.2,0.95,0.13,212.95,315,"G",3,2,5,41,12,"mi","SHOTGUN",6,0.493161973,0.506838027,0.03748763,-0.03748763,1.589548456,0.737862675,32.6813186813187
"2637","MIA","left",12.6,0.39,0.06,308.56,266,"OLB",0,"BUF",38.25,0.8,2.13,0.05,229.38,215,"RB",4,3,3,34,351,"C","SHOTGUN",6,0.571581818,0.428418182,-0.082107387,0.082107387,2.992636123,1.011558821,24.8626373626374
"379","DET","left",46.68,6.08,0.13,23.85,210,"FS",1,"PHI",62.35,1.79,2.48,0.17,351.35,211,"RB",2,1,10,40,665,"mi","SINGLEBACK",6,0.341711733,0.658288267,-0.016141612,0.016141612,1.772908798,0.792599579,25.4505494505494
"5161","MIA","right",2.91,5.19,0.29,110.18,230,"ILB",1,"NYJ",109.51,2.94,4.5,0.3,100.74,220,"RB",4,2,9,22,613,"C","SHOTGUN",7,0.766161278,0.233838722,0.065265719,-0.065265719,3.858687991,2.700205789,NA
"1141","SEA","left",51.98,2.86,0.12,302.69,245,"ILB",1,"DEN",60.79,2.48,0.36,0.25,171.05,220,"RB",4,3,2,40,120,"C","SHOTGUN",5,0.448328543,0.551671457,-0.10231724,0.10231724,1.318689432,1.072433566,NA
"1641","NE","right",2.26,5.42,0.19,143.01,190,"CB",1,"PIT",89.93,5.47,4.1,0.56,102.39,230,"RB",2,3,1,21,668,"mi","SINGLEBACK",8,0.456408095,0.543591905,0.010119222,-0.010119222,4.004074416,0.422671706,NA
"4176","JAX","left",42.35,2.39,0.13,224.39,215,"ILB",1,"PHI",28.39,2.02,3.11,0.16,341.25,211,"RB",4,1,10,24,726,"mi","SHOTGUN",6,0.948209235,0.051790765,0.003042691,-0.003042691,4.168216015,-0.02018778,25.5082417582418
"9287","NYJ","right",39.52,2.9,0.18,1.03,279,"DE",1,"BUF",61.9,1.44,2.08,0.15,19.06,203,"RB",1,2,10,47,664,"mi","SHOTGUN",7,0.17725149,0.82274851,0.000973213,-0.000973213,2.296539481,-0.523400735,25.260989010989
"3451","DAL","right",14.41,3.25,0.12,349.97,212,"FS",1,"NYG",35.02,4.11,1.56,0.42,90.67,325,"G",1,2,14,20,604,"C","SHOTGUN",5,0.434871208,0.565128792,0.034767833,-0.034767833,-0.183846111,1.66532674,24.6813186813187
"8939","CHI","right",5.3,6.6,0.56,122.16,232,"ILB",1,"MIA",97.46,7.07,4,0.71,74.49,185,"WR",3,3,7,31,460,"C","EMPTY",5,0.220407702,0.779592298,-0.042639099,0.042639099,3.132369107,2.003617781,28.782967032967
"2294","PIT","right",10,2.68,0.21,107.73,255,"OLB",1,"CLE",49.81,2.16,3.07,0.23,305.6,246,"TE",2,3,4,27,851,"C","SHOTGUN",6,0.574867971,0.425132029,0.042426091,-0.042426091,0.070371481,2.352915181,26.2912087912088
"8635","BUF","left",29.18,1.78,0.33,241.15,191,"SS",0,"GB",35.53,6.38,1.08,0.65,271.61,240,"TE",3,2,10,44,754,"mi","SHOTGUN",6,0.967861067,0.032138933,-0.00654996,0.00654996,2.733238109,2.303890409,25.793956043956
"6330","CAR","left",32.94,1.07,0.05,344.26,310,"DT",0,"LA",18.02,2.66,1.54,0.27,318.39,257,"TE",3,1,5,5,369,"mi","SINGLEBACK",8,0.773695502,0.226304498,-0.017709445,0.017709445,5.955821051,-0.869104331,29.8901098901099
"6732","NO","right",48.27,0.76,0.18,302.25,207,"FS",1,"ARI",63.91,1.64,0.89,0.16,305.86,212,"WR",4,1,10,48,186,"C","SHOTGUN",6,0.996764295,0.003235705,8.19e-05,-8.19e-05,2.449033991,-0.126903292,30.4752747252747
"2503","HOU","right",33.29,1.92,0.19,73.72,279,"DE",1,"CHI",73.7,2.24,3.7,0.13,101.58,240,"TE",1,1,10,40,564,"mi","SINGLEBACK",7,0.72253952,0.27746048,0.011212293,-0.011212293,3.626658018,0.139987558,NA
"6000","JAX","left",2.69,2.88,0.36,143.93,185,"CB",1,"IND",76.99,3.37,2.21,0.32,291.64,220,"RB",3,1,10,34,69,"C","SHOTGUN",7,0.528662212,0.471337788,-0.013617992,0.013617992,1.631157923,-0.230606024,NA
"2434","CAR","left",40.48,0.86,0.46,27.43,230,"ILB",1,"NO",52.27,2.48,2.08,0.28,9.51,196,"WR",1,3,20,49,488,"C","SHOTGUN",8,0.419746395,0.580253605,0.023609169,-0.023609169,0.863719198,-1.219309391,29.9258241758242
"1291","MIA","right",51.99,4.59,0.28,61.25,205,"SS",1,"BAL",73.86,3.16,4.4,0.33,149.64,240,"TE",1,1,15,39,247,"C","SHOTGUN",8,0.782195535,0.217804465,0.000853749,-0.000853749,3.550321829,-0.152352218,NA
"6095","NO","left",33.55,3.67,0.3,246.43,289,"DE",1,"CIN",71.99,2.87,4.34,0.3,128.55,220,"RB",2,2,4,31,587,"mi","SHOTGUN",6,0.72404664,0.27595336,-0.017813388,0.017813388,1.227565227,0.73000222,26.3186813186813
"638","NYJ","right",50.64,1.59,0.09,4.96,288,"DE",1,"BAL",92.68,2.9,0.23,0.24,278.24,212,"QB",3,2,11,18,483,"R","EMPTY",6,0.103412682,0.896587318,0.001925619,-0.001925619,4.13071559,-0.290382844,25.7637362637363
"4443","KC","right",31.89,5.61,0.61,327.26,205,"FS",1,"TB",72.27,3.75,3.06,0.39,310.62,209,"WR",4,3,16,37,543,"C","SHOTGUN",5,0.009179503,0.990820497,-0.001356925,0.001356925,0.2203003,-0.547863929,26.6868131868132
"8657","GB","left",5.89,4.62,0.21,211.44,196,"CB",1,"BUF",73.75,4.89,1.78,0.47,222.21,213,"WR",4,2,14,28,795,"C","SHOTGUN",5,0.988933163,0.011066837,0.002568684,-0.002568684,0.318963904,0.749205346,23.7472527472527
"6002","JAX","left",17.48,2.76,0.38,245.82,220,"SS",0,"IND",63.05,6.61,2.01,0.67,265.38,190,"RB",3,3,7,37,11,"C","SHOTGUN",6,0.469776601,0.530223399,0.107469283,-0.107469283,0.618342235,2.242259321,28.3269230769231
"1450","JAX","right",43.28,0.85,0.12,352.26,287,"DE",1,"IND",32.21,2.72,2.32,0.28,63.62,315,"T",2,1,10,22,464,"mi","SINGLEBACK",8,0.816125557,0.183874443,0.015303023,-0.015303023,1.270821488,-0.530432867,26.5741758241758
"223","SF","right",38.08,2.11,0.38,137.06,215,"SS",0,"CHI",31.13,2.84,2.15,0.3,23.34,309,"G",2,1,10,25,611,"mi","I_FORM",7,0.245911738,0.754088262,-0.018067902,0.018067902,1.54096172,-1.295555108,30.271978021978
"5277","TEN","right",12.63,1.33,0.57,95.22,245,"ILB",0,"WAS",42.88,0.82,1.57,0.09,19.55,227,"TE",2,2,5,13,559,"C","EMPTY",6,0.533504527,0.466495473,0.058566123,-0.058566123,0.175817807,1.724673398,NA
"6009","IND","left",31.48,5.02,0.26,338.83,315,"DT",1,"JAX",91.68,2.97,2.85,0.31,105.11,200,"RB",4,1,10,21,676,"mi","SHOTGUN",6,0.742233895,0.257766105,0.048525438,-0.048525438,0.970094178,-1.159942313,NA
"1118","DEN","left",25.3,0.47,0.05,139.68,275,"OLB",1,"SEA",100.45,0.7,1.23,0.07,204.29,322,"G",3,1,10,10,453,"mi","PISTOL",7,0.573615693,0.426384307,-0.014844041,0.014844041,0.271890283,-0.549145557,26.9917582417582
"341","PIT","right",10.65,4.89,0.58,121.82,244,"ILB",1,"CIN",81.49,3.83,5.99,0.38,232.73,216,"QB",4,1,10,48,320,"R","SHOTGUN",6,0.289791714,0.710208286,0.087082528,-0.087082528,2.491660553,1.460526135,25.8406593406593
"3638","ATL","right",27.92,0.53,0.02,311,285,"DE",1,"CLE",76.64,0.38,0.78,0.03,293.18,216,"RB",3,3,2,35,324,"mi","SHOTGUN",7,0.441054154,0.558945846,-0.032801792,0.032801792,3.211348444,0.918140269,27.25
"6435","SEA","left",41.89,1.45,0.11,155.41,210,"CB",1,"ARI",66.26,3.78,1.28,0.4,311.75,308,"T",1,1,10,41,290,"mi","SHOTGUN",6,0.395084865,0.604915135,-0.003126923,0.003126923,2.329702118,0.107645589,33.4697802197802
"6978","DET","left",36.04,1.13,0.54,265.75,200,"SS",0,"DAL",31.17,5.53,2.18,0.57,334.56,310,"T",3,2,1,44,701,"mi","SINGLEBACK",7,0.723356206,0.276643794,0.037842914,-0.037842914,3.537137053,1.509354486,25.4725274725275
"8871","ATL","left",30.55,0.26,0.15,328.81,295,"DE",1,"LAC",73.68,0.62,0.18,0.06,40.66,215,"RB",3,2,3,32,185,"mi","SINGLEBACK",8,0.517841399,0.482158601,-0.010931704,0.010931704,2.192937563,0.175301599,NA
"8513","SF","right",40.29,4.81,0.23,335.65,215,"SS",1,"LA",48.57,1.98,4.86,0.23,238.55,220,"WR",3,3,5,25,631,"C","EMPTY",5,0.679219045,0.320780955,0.052975528,-0.052975528,0.46724441,1.762616217,29.282967032967
"4801","LAC","right",42.69,0.47,0.03,219.4,234,"ILB",1,"CLE",65.37,1.11,0.62,0.13,193.67,225,"RB",4,2,10,44,362,"mi","SHOTGUN",6,0.472045321,0.527954679,-0.054475423,0.054475423,2.828628261,-0.755510043,26.8763736263736
"2802","NE","right",21.28,1.69,0.09,94.27,213,"SS",1,"BAL",71.05,0.23,1.47,0.06,198.34,214,"RB",4,1,10,38,285,"mi","PISTOL",7,0.089851156,0.910148844,0.001474619,-0.001474619,3.340078223,-0.620222353,23.8543956043956
"8959","MIA","right",45.61,4.39,0.2,321.63,187,"CB",1,"CHI",48.62,2.2,1.81,0.22,337.64,172,"WR",4,2,15,37,235,"C","SHOTGUN",8,0.281287305,0.718712695,-0.054526575,0.054526575,0.904043017,-0.580935015,25.1071428571429
"6870","CAR","left",15.96,3.75,0.33,80.61,180,"CB",1,"TB",35.05,1.82,3.22,0.18,313.18,174,"WR",4,2,6,27,513,"C","SHOTGUN",5,0.968809281,0.031190719,0.005776267,-0.005776267,4.082204435,-0.060170578,25.3159340659341
"8642","GB","right",31.54,3.68,0.15,119.84,214,"FS",1,"BUF",90.58,1.65,0.98,0.17,72.82,325,"G",3,1,10,26,504,"mi","SHOTGUN",6,0.978679381,0.021320619,-0.001346026,0.001346026,4.466552268,-0.800016121,34.5164835164835
"8120","TEN","left",43.55,0.93,0.22,48.45,269,"OLB",1,"HOU",105.52,1.76,1.31,0.17,238.22,215,"RB",1,1,10,6,267,"mi","I_FORM",7,0.554669704,0.445330296,-0.022696383,0.022696383,0.002652471,-0.641514068,NA
"7255","DEN","right",46.79,4.01,0.51,319.58,183,"CB",1,"NYJ",85.91,4.19,2.86,0.43,138.9,192,"WR",2,2,6,29,72,"C","SHOTGUN",6,0.406827301,0.593172699,-0.004821476,0.004821476,3.383831744,0.494616875,NA
"544","HOU","right",26.53,1.91,0.2,300.47,200,"FS",0,"IND",33.86,1.41,1.61,0.15,135.97,330,"G",5,2,9,7,2,"C","SHOTGUN",4,0.558095399,0.441904601,-0.058095399,0.058095399,0.051432717,-0.051432717,26.5714285714286
"6575","DAL","right",34.93,0.52,0.31,329.15,195,"CB",0,"PHI",56.72,4.11,0.81,0.42,344.7,344,"T",1,1,10,43,363,"mi","SHOTGUN",7,0.775718767,0.224281233,0.000584649,-0.000584649,2.532052174,-0.045943032,25.6318681318681
"9106","LV","left",46.05,3.15,0.08,158.89,190,"CB",1,"JAX",78.6,0.84,1.25,0.09,108.45,198,"WR",2,1,10,25,848,"C","SHOTGUN",7,0.22279007,0.77720993,-0.000325102,0.000325102,1.505516827,0.148117728,32.7664835164835
"5534","CIN","left",37.9,0.57,0.12,313.75,203,"CB",0,"BAL",77.36,0.87,0.35,0.09,328.66,315,"G",2,1,10,29,675,"mi","PISTOL",6,0.838448931,0.161551069,0.005710652,-0.005710652,1.367449635,0.712031365,32.7005494505494
"2346","PIT","right",16.81,1.32,0.06,171.42,255,"OLB",1,"CLE",51.46,0.67,2.83,0.06,323.79,225,"RB",4,1,10,39,512,"mi","SINGLEBACK",7,0.940783981,0.059216019,0.003732445,-0.003732445,1.962517269,-0.193017029,26.8296703296703
"1280","MIA","left",32.6,5.5,0.25,66.19,196,"FS",1,"BAL",43.74,2.88,5.18,0.31,21.81,210,"WR",4,1,10,50,263,"C","PISTOL",7,0.658756837,0.341243163,0.066232249,-0.066232249,2.693279933,0.947853572,25.1016483516484
"9458","ARI","left",39.28,1.25,0.34,94.34,260,"OLB",1,"SEA",77.37,2.52,0.67,0.26,210.22,210,"RB",1,2,7,38,860,"mi","SHOTGUN",4,0.552868616,0.447131384,0.017688628,-0.017688628,1.587722814,-1.315888301,NA
"1430","DET","right",15.89,3.03,0.14,105.86,240,"ILB",1,"WAS",102.26,2.17,2.17,0.22,169.21,190,"WR",4,2,10,13,225,"C","SHOTGUN",6,0.972665628,0.027334372,-0.000313917,0.000313917,4.490794552,-0.21868873,NA
"4310","NE","right",14.15,3.4,0.15,135.73,311,"NT",1,"GB",69.77,1.03,2.89,0.12,21.22,250,"RB",4,1,10,42,176,"mi","SINGLEBACK",7,0.732173957,0.267826043,0.006782398,-0.006782398,2.818679127,-0.264734393,24.5027472527473
"5411","PHI","left",44.72,2.14,0.4,311.53,191,"SS",1,"ARI",30.96,4.18,0.97,0.43,333.35,233,"RB",2,3,1,38,60,"mi","SHOTGUN",6,0.289427482,0.710572518,0.031721529,-0.031721529,2.946671838,1.059050154,27.5247252747253
"9457","ARI","left",35.95,1.21,0.14,36.12,191,"CB",1,"SEA",63.99,1.16,1.04,0.12,87.63,202,"RB",1,1,10,40,56,"mi","SINGLEBACK",7,0.626799747,0.373200253,-0.000712115,0.000712115,1.868537016,0.279892212,24.3324175824176
"2340","PIT","right",25.6,3.04,0.19,118.09,242,"OLB",1,"CLE",97.46,1.53,2.6,0.08,258.88,216,"RB",4,2,2,15,773,"mi","SINGLEBACK",7,0.791575111,0.208424889,-0.006739385,0.006739385,5.097378799,-0.308040307,27.2225274725275
"8366","PIT","right",2.27,5.07,0.43,223.76,195,"CB",1,"PHI",49.1,1.84,3.96,0.21,353.22,226,"WR",1,2,10,32,784,"C","SHOTGUN",8,0.817707365,0.182292635,0.012638599,-0.012638599,1.223494976,0.788395533,25.4203296703297
"6253","PIT","left",14.86,5.22,0.42,185.07,217,"SS",1,"TB",21.53,5.1,2.62,0.52,247.75,228,"RB",3,1,9,9,497,"mi","SINGLEBACK",7,0.36021791,0.63978209,0.052122384,-0.052122384,5.390414896,-0.993316889,27.8379120879121
"2552","IND","left",26.61,1.08,0.06,124.19,252,"DE",0,"KC",84.68,0.35,0.98,0.04,135.74,345,"T",4,2,10,31,643,"mi","SINGLEBACK",7,0.233811952,0.766188048,0.055010337,-0.055010337,1.310373252,-1.750166362,26.489010989011
"162","CAR","right",15.91,2.03,0.36,86.89,230,"ILB",0,"CLE",52.14,0.39,1.55,0.04,45.07,240,"TE",3,1,10,39,810,"mi","SINGLEBACK",8,0.162503771,0.837496229,-0.006367914,0.006367914,2.23576855,0.237844054,24.4697802197802
"490","HOU","left",23.77,1.93,0.21,188.92,210,"FS",0,"IND",70.6,3.29,2.72,0.34,218.58,300,"G",3,1,10,31,709,"mi","SHOTGUN",5,0.667954899,0.332045101,-0.041562725,0.041562725,1.712976081,0.89994726,26.3186813186813
"2209","TEN","left",45.83,1.58,0.14,134.08,188,"CB",1,"BUF",51.42,2.61,2.19,0.27,297.02,321,"T",1,1,10,40,198,"mi","SINGLEBACK",7,0.839691292,0.160308708,-0.007244555,0.007244555,3.545746172,-0.682524655,NA
"9463","TB","right",52.55,2.51,0.71,19.9,195,"CB",1,"LA",27.94,4.89,6.06,0.47,309.62,200,"RB",2,2,6,15,519,"mi","PISTOL",6,0.399840958,0.600159042,-0.000368495,0.000368495,0.336405633,-0.351557265,25.3021978021978
"4817","LAC","left",24.26,0.74,0.08,233.66,314,"NT",1,"CLE",21.18,0.26,0.31,0.04,126.88,235,"QB",1,3,1,14,286,"mi","SINGLEBACK",7,0.771551743,0.228448257,0.009011019,-0.009011019,4.994289695,0.185007861,29.9285714285714
"4827","HOU","left",4.85,1.6,0.15,284.97,210,"FS",1,"JAX",52.31,1.86,3.26,0.2,62.57,198,"WR",2,1,10,20,622,"C","SINGLEBACK",7,0.741601449,0.258398551,0.038322624,-0.038322624,0.906096091,2.178921247,32.6895604395604
"8685","GB","right",7.81,2.13,0.03,101.26,270,"OLB",1,"BUF",88.45,2.58,0.48,0.24,145.97,173,"WR",1,2,9,16,369,"mi","SHOTGUN",5,0.849474529,0.150525471,-0.010886634,0.010886634,4.337485351,-1.445185804,27.6538461538462
"499","HOU","left",31.64,5.94,0.47,16.54,195,"CB",1,"IND",67.51,5.5,4.52,0.55,282.71,220,"WR",1,2,10,26,678,"C","SINGLEBACK",7,0.253801441,0.746198559,-0.027026827,0.027026827,0.804990477,1.709317685,25.0192307692308
"351","PIT","left",37.29,0.82,0.08,48.07,195,"CB",1,"CIN",43.98,0.92,0.78,0.1,66.03,305,"G",1,1,10,34,537,"C","SHOTGUN",5,0.670231609,0.329768391,-0.015287867,0.015287867,4.16619299,-0.426333488,27.717032967033
"5855","CLE","right",3.95,3.1,0.11,204.29,200,"CB",1,"NE",45.97,2.37,0.54,0.23,176.08,246,"RB",3,1,10,39,548,"C","SHOTGUN",6,0.130957402,0.869042598,0.011589423,-0.011589423,2.24081505,-0.95471454,NA
"9207","IND","right",19.64,2.91,0.11,37.59,201,"FS",1,"NE",53.23,2.64,2.64,0.26,14.48,246,"RB",3,2,5,38,436,"mi","SHOTGUN",5,0.918365333,0.081634667,0.005933689,-0.005933689,1.889458728,0.805745799,NA
"7540","KC","left",35.37,3.68,0.09,9.86,190,"CB",1,"SF",64.29,2.42,3.14,0.26,96.78,206,"WR",1,3,8,24,78,"C","SHOTGUN",5,0.631154589,0.368845411,0.039508708,-0.039508708,-0.144826622,2.969154428,24.6868131868132
"2096","CHI","right",39.93,5.9,0.2,25.85,202,"SS",1,"GB",50.63,2.88,4.5,0.26,117.16,208,"RB",3,1,10,33,221,"mi","SINGLEBACK",7,0.975371786,0.024628214,0.002159635,-0.002159635,1.728734077,0.576122533,27.8901098901099
"9298","BUF","right",15.58,4.26,0.21,90.28,196,"CB",1,"NYJ",102.77,1.07,3.54,0.12,45.49,208,"WR",4,3,5,18,128,"C","SHOTGUN",6,0.738898695,0.261101305,0.100839064,-0.100839064,3.771756914,1.971064964,25.1593406593407
"5640","LV","left",12.46,1.54,0.11,287.52,190,"CB",0,"KC",64.42,4.08,2.24,0.43,196.97,316,"C",4,1,10,41,808,"mi","SINGLEBACK",7,0.676086672,0.323913328,0.027379781,-0.027379781,2.090552359,0.440846901,NA
"9648","BAL","right",50.84,2.59,0.43,11.6,220,"FS",1,"NO",40.85,3.24,5.1,0.35,9.66,210,"WR",4,4,3,24,330,"C","SHOTGUN",6,0.004638871,0.995361129,-2.11e-05,2.11e-05,-1.025291372,2.578473841,26.9258241758242
"5554","CIN","right",49.34,3.64,0.24,337.35,205,"SS",1,"BAL",68.86,1.24,5.02,0.15,240.95,210,"WR",3,2,10,46,738,"mi","SHOTGUN",6,0.625730205,0.374269795,-0.010550149,0.010550149,2.613962939,-0.308289878,25.1593406593407
"9216","NE","left",29.56,3.06,0.21,52.97,213,"SS",1,"IND",67.09,2.77,0.83,0.26,297.25,235,"TE",3,3,1,45,24,"mi","I_FORM",8,0.916317893,0.083682107,0.024286922,-0.024286922,2.188801078,-1.976112869,NA
